325	20 
326	20 
327	9 
328	11 
329	14 
330	21 
331	19 
332	17 
333	14 
334	24 
335	1 
336	15 
337	9 
338	5 
339	13 
340	19 
341	13 
342	5 
343	17 
344	5 
345	19 
346	21 
347	14 
348	10 
349	12 
350	19 
351	9 
352	13 
353	18 
354	1 
355	13 
356	10 
357	21 
358	6 
359	13 
360	20 
361	15 
362	15 
363	20 
364	15 
365	15 
366	14 
367	7 
368	17 
369	23 
370	14 
371	24 
372	7 
373	5 
374	1 
375	17 
376	5 
377	21 
378	13 
379	24 
380	21 
381	5 
382	15 
383	7 
384	21 
385	13 
386	24 
387	18 
388	19 
389	9 
390	23 
391	12 
392	10 
393	17 
394	3 
395	14 
396	19 
397	12 
398	24 
399	23 
400	1 
401	18 
402	6 
403	18 
404	9 
405	3 
406	18 
407	13 
408	1 
409	18 
410	7 
411	21 
412	21 
413	18 
414	12 21 
415	7 
416	21 
417	3 
418	17 
419	24 
420	17 
421	24 
422	11 
423	4 
424	13 
425	1 
426	1 
427	9 
428	24 
429	3 12 
430	18 
431	11 
432	14 
433	13 
434	17 
435	5 
436	5 
437	11 
438	7 
439	21 
440	21 
441	5 
442	12 
443	17 24 
444	3 
445	7 
446	5 
447	2 7 
448	24 
449	12 
450	11 
451	3 
452	15 
453	3 
454	9 
455	24 
456	3 
457	24 
458	4 
459	6 
460	4 
461	11 13 
462	3 
463	9 
464	24 
465	11 
466	6 
467	24 
468	21 
469	10 
470	21 
471	15 
472	3 
473	6 
474	21 
475	11 
476	24 
477	10 
478	17 
479	6 
480	6 
481	4 12 
482	10 
483	3 24 
484	9 
485	18 24 
486	5 
487	9 
488	15 21 
489	6 
490	17 
491	3 
492	11 12 
493	12 
494	10 
495	9 
496	15 
497	1 9 
498	9 
499	15 
500	11 
501	11 
502	15 
503	7 10 
504	6 
505	11 12 
506	17 
507	4 
508	6 18 
509	4 9 
510	5 
511	10 
512	11 
513	4 
514	6 7 
515	1 
516	9 
517	11 
518	15 
519	15 
520	15 
521	17 
522	17 
523	5 14 
524	4 
525	1 
526	11 
527	4 
528	1 
529	6 
530	5 
531	5 
532	10 
533	21 
534	10 
535	17 
536	15 
537	10 
538	11 
539	1 
540	5 
541	9 
542	7 12 
543	13 24 
544	20 24 
545	15 
546	17 
547	11 
548	6 
549	5 
550	7 18 
551	15 
552	15 
553	6 
554	7 
555	10 
556	9 
557	9 
558	17 
559	4 
560	11 
561	6 
562	7 
563	11 
564	17 
565	17 
566	3 
567	7 
568	9 
569	7 
570	11 
571	10 
572	3 
573	13 
574	17 
575	1 
576	4 
577	10 
578	9 
579	9 
580	12 
581	1 
582	15 
583	12 
584	7 
585	10 
586	15 
587	6 
588	4 
589	12 
590	5 
591	17 
592	1 
593	5 
594	7 
595	15 
596	4 
597	15 
598	15 
599	10 
600	17 
601	6 
602	10 
603	4 
604	13 
605	12 
606	2 21 
607	9 
608	15 
609	12 
610	6 
611	1 
612	10 
613	7 
614	15 
615	12 
616	9 
617	17 
618	4 
619	6 
620	1 
621	7 8 
622	9 
623	4 13 
624	10 
625	3 
626	6 
627	13 
628	4 11 
629	6 
630	5 
631	13 
632	1 
633	15 
634	1 
635	9 
636	6 
637	12 
638	12 
639	9 
640	1 
641	7 
642	10 
643	4 
644	5 
645	13 
646	10 
647	5 
648	5 
649	1 11 
650	13 
651	10 
652	23 24 
653	5 
654	9 
655	17 
656	7 
657	6 
658	1 
659	3 
660	13 17 
661	13 
662	4 
663	9 
664	17 
665	7 
666	10 
667	12 
668	17 
669	5 
670	9 
671	6 
672	17 
673	6 
674	4 
675	5 
676	15 
677	13 
678	12 
679	5 
680	12 
681	3 
682	12 
683	12 
684	5 
685	17 
686	4 
687	5 
688	1 
689	15 
690	3 
691	13 
692	15 
693	6 
694	13 
695	17 
696	10 
697	9 
698	15 16 
699	13 
700	10 
701	1 17 
702	3 
703	10 
704	13 22 
705	12 
706	6 
707	5 
708	15 
709	5 
710	17 
711	17 
712	5 
713	10 
714	10 
715	6 
716	3 
717	13 
718	10 
719	1 3 
720	5 
721	12 
722	1 
723	13 
724	12 
725	6 
726	6 
727	9 
728	3 
729	9 
730	6 
731	15 
732	7 
733	10 
734	15 
735	4 
736	3 
737	1 
738	6 
739	6 
740	4 
741	13 
742	6 
743	1 
744	1 12 
745	1 21 
746	15 
747	6 19 
748	1 
749	15 
750	3 
751	7 21 
752	3 
753	10 
754	20 22 
755	4 10 
756	13 
757	6 
758	10 
759	11 12 
760	12 
761	9 
762	7 
763	10 
764	1 
765	15 
766	9 
767	6 
768	6 
769	10 
770	3 
771	3 
772	4 
773	12 
774	1 3 
775	5 13 
776	15 
777	7 
778	7 
779	15 
780	7 
781	3 
782	15 
783	2 5 
784	12 
785	12 
786	12 
787	3 
788	3 
789	4 13 
790	15 
791	12 
792	13 
793	13 
794	3 
795	4 
796	12 
797	7 
798	13 
799	4 
800	10 
801	11 17 
802	1 
803	10 
804	13 
805	1 
806	4 
807	7 
808	1 
809	4 
810	13 
811	13 
812	7 
813	13 
814	15 
815	12 
816	1 7 
817	7 
818	6 17 
819	3 
820	15 
821	13 
822	10 
823	3 
824	4 
825	12 
826	7 
827	12 
828	15 
829	7 14 
830	12 
831	15 
832	7 
833	12 
834	7 
835	12 
836	1 
837	15 
838	13 
839	4 
840	1 
841	1 
842	7 
843	5 15 
844	10 
845	7 24 
846	4 
847	3 
848	1 
849	15 
850	3 
851	5 7 
852	3 
853	15 
854	7 
855	4 
856	13 
857	12 16 
858	1 
859	1 13 
860	7 
861	15 
862	4 
863	6 12 
864	7 
865	12 
866	4 24 
867	15 
868	3 
869	12 
870	7 23 
871	1 
872	4 
873	12 
874	13 
875	4 
876	1 13 
877	13 
878	13 
879	7 
880	3 
881	7 
882	1 
883	10 
884	3 
885	3 
886	13 
887	12 
888	1 
889	10 17 
890	12 
891	3 6 
892	7 
893	12 17 
894	7 
895	13 
896	10 
897	3 
898	13 
899	7 
900	10 
901	4 
902	12 
903	13 
904	3 
905	1 
906	7 
907	4 
908	4 
909	4 22 
910	13 18 
911	15 23 
912	13 
913	4 
914	3 
915	4 
916	4 
917	4 
918	1 
919	4 5 
920	4 
921	1 
922	13 
923	7 14 
924	13 
925	3 4 
926	4 
927	6 14 
928	10 
929	7 
930	10 
931	13 
932	7 19 
933	10 
934	6 12 
935	7 
936	7 
937	12 
938	4 21 
939	7 
940	12 
941	10 
942	4 
943	15 19 
944	3 7 
945	11 15 
946	10 
947	4 
948	4 
949	10 
950	12 
951	1 14 
952	3 4 
953	7 
954	7 
955	1 
956	4 11 
957	4 
958	7 
959	10 
960	10 
961	13 17 
962	1 
963	4 
964	7 
965	7 
966	1 
967	1 2 
968	1 
969	13 
970	10 
971	7 
972	10 
973	13 
974	7 22 
975	4 
976	1 
977	11 17 
978	4 
979	7 9 
980	1 
981	10 
982	10 
983	7 
984	4 
985	10 
986	12 15 
987	10 
988	1 
989	1 
990	1 7 
991	4 
992	10 
993	1 
994	7 
995	4 21 
996	2 15 
997	7 
998	5 12 
999	10 
1000	10 
